outer,omega1,omega2,gap12,volume,Mnd_pct,gray_frac,mid_frac,move,stage,itersSinceMoveChange,moveDescent,l2,rms,maxAbs,ratio_maxAbs_over_move,beta,objRelRange_W10,C1_A_moveSettled,C1_B1_absolute,C1_B2_ratio,C1_C_objective,C1_admit,C2_B2_ratio,C2_admit,nInner,innerConv,multN,degen
300,166.033988675865,185.602392641265,0.11785782008527,0.49999809612579,22.6007250153662,0.25640625,0.0796875,0.005,4,148,0,0.00415047384533566,3.66853525146782e-05,0.000473519992371791,0.0947039984743581,27567.2970507516,1.37664531462883e-05,1,1,1,1,1,1,1,17,1,2,1
301,166.034232129123,185.606713307228,0.11788220373064,0.499998089159488,22.5988425816611,0.25640625,0.0796875,0.005,4,149,0,0.00415124850537266,3.66921996067441e-05,0.000473850838138401,0.0947701676276802,27567.3750776726,1.37071656550259e-05,1,1,1,1,1,1,1,17,1,2,1
302,166.034474138225,185.611030550977,0.117906576416499,0.499998100672324,22.5969478990438,0.25640625,0.0796875,0.005,4,150,0,0.00415312922669049,3.67088229917111e-05,0.000474189913972999,0.0948379827945997,27567.4668504483,1.36367298503787e-05,1,1,1,1,1,1,1,17,1,2,1
303,166.034726893834,185.615358764451,0.117930942742704,0.49999810115198,22.5950576852017,0.25640625,0.07953125,0.005,4,151,0,0.00415460534508823,3.6721870158322e-05,0.000474571381634316,0.0949142763268632,27567.5455304387,1.36412268956118e-05,1,1,1,1,1,1,1,17,1,2,1
304,166.034974288875,185.619677061331,0.117955285362839,0.499998096236253,22.5931768781833,0.25640625,0.07953125,0.005,4,152,0,0.00415569683671532,3.67315176724611e-05,0.000474983982851376,0.0949967965702752,27567.6238583289,1.36220683422175e-05,1,1,1,1,1,1,1,17,1,2,1
305,166.035216409592,185.623986540316,0.117979610315924,0.499998102255666,22.5912889057563,0.25640625,0.07953125,0.005,4,153,0,0.00415774310493989,3.67496042991826e-05,0.000490109574157911,0.0980219148315823,27567.7104397089,1.34096147764906e-05,1,1,1,1,1,1,1,17,1,2,1
306,166.035464398466,185.628301107048,0.118003926327218,0.499998102551351,22.5894023010951,0.25640625,0.07953125,0.005,4,154,0,0.0041595076329945,3.67652006710952e-05,0.000506795986519576,0.101359197303915,27567.790259033,1.33348821098805e-05,1,1,1,1,1,1,1,17,1,2,1
307,166.035709339746,185.6326093226,0.118028224535454,0.499998103036121,22.5875176274967,0.25640625,0.07921875,0.005,4,155,0,0.00416160351206641,3.67837257998989e-05,0.000524743659959951,0.10494873199199,27567.8716456954,1.33476808501807e-05,1,1,1,1,1,1,1,17,1,2,1
308,166.035953507649,185.636914009064,0.118052506624793,0.499998103279939,22.5856325538279,0.25640625,0.07921875,0.005,4,156,0,0.00416440255190468,3.68084660505296e-05,0.000544151331604274,0.108830266320855,27567.9526679977,1.33251825719122e-05,1,1,1,1,1,1,1,17,1,2,1
309,166.036196941937,185.641215849872,0.118076776444062,0.499998103656383,22.5837468510835,0.25640625,0.07921875,0.005,4,157,0,0.00416778458411553,3.68383592744106e-05,0.00056528922350246,0.113057844700492,27568.0337584943,1.329999593688e-05,1,1,1,1,1,1,1,17,1,2,1
310,166.036440035254,185.645515109281,0.118101032941102,0.499998103785212,22.5818579675787,0.25640625,0.07921875,0.005,4,158,0,0.00417180282510157,3.68738758425315e-05,0.000588653307050073,0.117730661410015,27568.1146439229,1.32978084507695e-05,1,1,1,1,1,1,1,17,1,2,1
311,166.036682408793,185.649812384701,0.118125282265153,0.499997833258648,22.5800239771643,0.25640625,0.07921875,0.005,4,159,0,0.00414249257676748,3.66148074005903e-05,0.00061524570914394,0.123049141828788,27568.0976520366,1.32999837540803e-05,1,1,1,1,1,1,1,17,1,2,1
312,166.03690746552,185.654019041353,0.11814910236091,0.499998102516791,22.578149621821,0.25640625,0.0790625,0.005,4,160,0,0.00418411282998012,3.69826819416073e-05,0.000645171699940602,0.12903433998812,27568.3372078792,1.31331395335842e-05,1,1,1,1,1,1,1,17,1,2,1
313,166.037157054388,185.6583352608,0.118173417050166,0.499998102717848,22.5762431076753,0.25640625,0.07890625,0.005,4,161,0,0.00419176625520927,3.70503293025927e-05,0.000679596852831054,0.135919370566211,27568.3575354632,1.31463332670176e-05,1,1,1,1,1,1,1,17,1,2,1
314,166.037405456976,185.66262977519,0.118197608931552,0.499998102964106,22.5743471428544,0.25640625,0.07890625,0.005,4,162,0,0.00420186297407781,3.71395725323387e-05,0.000720850404573894,0.144170080914779,27568.4368640214,1.31841483398723e-05,1,1,1,1,1,1,1,17,1,2,1
315,166.037645581613,185.666915762366,0.118221805133368,0.499998102922975,22.5724426188304,0.25640625,0.07890625,0.005,4,163,0,0.00421802107641639,3.72823913290226e-05,0.000771758025910336,0.154351605182067,27568.5193400862,1.31367645606668e-05,1,1,1,1,1,1,1,17,1,2,1
316,166.037889146649,185.671205444637,0.118246000349033,0.499998103193412,22.5705487323881,0.25625,0.07890625,0.005,4,164,0,0.0042197919186049,3.72980435105214e-05,0.000783835036735589,0.156767007347118,27568.5990252867,1.31284565874395e-05,1,1,1,1,1,1,1,17,1,2,1
317,166.038127169527,185.675487348832,0.118270185975148,0.499998103527136,22.5686489226937,0.25625,0.07890625,0.005,4,165,0,0.00419950143685893,3.71186992950699e-05,0.000732908276046278,0.146581655209256,27568.6803990535,1.30914275025841e-05,1,1,1,1,1,1,1,17,1,2,1
318,166.038368438792,185.679771471298,0.118294363026979,0.49999810370826,22.5667565837296,0.25625,0.07890625,0.005,4,166,0,0.00417977896503656,3.6944375625478e-05,0.000689233035856045,0.137846607171209,27568.7600333516,1.30783690843673e-05,1,1,1,1,1,1,1,17,1,2,1
319,166.038606384714,185.684049551495,0.118318526001493,0.499998109745042,22.5648673281079,0.25625,0.07890625,0.005,4,167,0,0.00416713047719861,3.68325777314534e-05,0.000654704714738174,0.130940942947635,27568.8436159224,1.30473487059976e-05,1,1,1,1,1,1,1,17,1,2,1
320,166.03884712874,185.688327181567,0.118342667349356,0.499998097266937,22.5629903201706,0.25625,0.07890625,0.005,4,168,0,0.0041564627325114,3.67382872988497e-05,0.000629451991554158,0.125890398310832,27568.9130285203,1.30375156784051e-05,1,1,1,1,1,1,1,17,1,2,1
321,166.039074637438,185.692588536548,0.118366799754969,0.499998099012861,22.5611176663795,0.25625,0.07890625,0.005,4,169,0,0.00413099776159996,3.65132066286723e-05,0.000543920476853369,0.108784095370674,27568.9962730891,1.3052264429176e-05,1,1,1,1,1,1,1,17,1,2,1
322,166.039305466941,185.696852530792,0.118390925621913,0.499998098212654,22.5592560706496,0.25625,0.07890625,0.005,4,170,0,0.00407923063134241,3.60556455180763e-05,0.000491861591978556,0.0983723183957111,27569.0677906589,1.29392633836804e-05,1,1,1,1,1,1,1,17,1,2,1
323,166.039532814338,185.701109306969,0.118415031404693,0.499998099917474,22.5574079233216,0.25625,0.0790625,0.005,4,171,0,0.00405537984385245,3.58448323484413e-05,0.000493962044969968,0.0987924089939935,27569.1392106726,1.28124357619976e-05,1,1,1,1,1,1,1,17,1,2,1
324,166.039760950104,185.705361126648,0.118439101959762,0.499998100004041,22.5555662595032,0.25625,0.07890625,0.005,4,172,0,0.00405012542055499,3.57983893691307e-05,0.00049620285315445,0.0992405706308899,27569.2111691823,1.274021231227e-05,1,1,1,1,1,1,1,17,1,2,1
325,166.039987526047,185.709607468552,0.118463149965121,0.499998101014274,22.5537213174838,0.25625,0.07890625,0.005,4,173,0,0.00404824205438006,3.57817426067088e-05,0.000498536929314484,0.0997073858628969,27569.2854323682,1.26378744173513e-05,1,1,1,1,1,1,1,17,1,2,1
326,166.040213626615,185.713852153705,0.118487191129078,0.499998101849648,22.5518807556055,0.25609375,0.07890625,0.005,4,174,0,0.00404673259235874,3.57684007213185e-05,0.000501117611437877,0.100223522287575,27569.3603301774,1.25660525288696e-05,1,1,1,1,1,1,1,17,1,2,1
327,166.040439374802,185.71809304766,0.118511211768359,0.499998102269425,22.550037829641,0.25609375,0.07875,0.005,4,175,0,0.00404610657265516,3.5762867436599e-05,0.000503864066832978,0.100772813366596,27569.4352655384,1.24725567513212e-05,1,1,1,1,1,1,1,17,1,2,1
328,166.040664280068,185.722332143571,0.118535227191724,0.499998102279095,22.5481966055898,0.2559375,0.07875,0.005,4,176,0,0.00404525399567582,3.57553316495544e-05,0.000506908976722522,0.101381795344504,27569.5100338958,1.23940000970495e-05,1,1,1,1,1,1,1,17,1,2,1
329,166.040888744497,185.726568240796,0.118559227459881,0.499998102182138,22.5463538815473,0.2559375,0.07875,0.005,4,177,0,0.00404421413627123,3.57461405040986e-05,0.000510220249112534,0.102044049822507,27569.5842254167,1.22959367483956e-05,1,1,1,1,1,1,1,17,1,2,1
330,166.041112147558,185.730801963451,0.118583220512249,0.499998097935785,22.5445123769387,0.2559375,0.07875,0.005,4,178,0,0.00404346911720952,3.57395554037154e-05,0.000513897246082303,0.102779449216461,27569.6552834455,1.22711931938109e-05,1,1,1,1,1,1,1,17,1,2,1
331,166.041334646973,185.735032333774,0.11860719939811,0.499998098745743,22.5426732827078,0.25578125,0.07875,0.005,4,179,0,0.00404229546824075,3.57291817144086e-05,0.000517954758288383,0.103590951657677,27569.7326333581,1.22210074210766e-05,1,1,1,1,1,1,1,17,1,2,1
332,166.041557573625,185.739261618145,0.118631168801136,0.499998098780721,22.5408327188611,0.25578125,0.07875,0.005,4,180,0,0.00404217959675654,3.57281575455057e-05,0.000522408388370354,0.104481677674071,27569.8058353252,1.2194366354469e-05,1,1,1,1,1,1,1,17,1,2,1
333,166.041779434318,185.743488216024,0.118655129141756,0.499997832358356,22.5390409558505,0.25578125,0.07875,0.005,4,181,0,0.00400952172980608,3.54395000557587e-05,0.000527948092310507,0.105589618462101,27569.7853972249,1.21565574975363e-05,1,1,1,1,1,1,1,17,1,2,1
334,166.041984993398,185.747625247286,0.118678659826136,0.499997832727446,22.5372572200033,0.25578125,0.07875,0.005,4,182,0,0.00401152304437627,3.54571893445571e-05,0.00053306500707681,0.106613001415362,27569.9192521747,1.20299648635031e-05,1,1,1,1,1,1,1,17,1,2,1
335,166.04219830929,185.7517888573,0.118702298263343,0.499997832311675,22.5354660942629,0.25578125,0.07875,0.005,4,183,0,0.00401173629884632,3.54590742655807e-05,0.000539228474543903,0.107845694908781,27569.992558628,1.195295184561e-05,1,1,1,1,1,1,1,17,1,2,1
336,166.042414531404,185.755951636266,0.118725912053835,0.499997832276501,22.5336715010613,0.25578125,0.07875,0.005,4,184,0,0.00401244961231089,3.54653791254295e-05,0.0005461721624479,0.10923443248958,27570.0648503871,1.18955643473002e-05,1,1,1,1,1,1,1,17,1,2,1
337,166.042631777831,185.760111092965,0.118749498872773,0.499997839024814,22.5318618144282,0.25578125,0.07875,0.005,4,185,0,0.00401401847792944,3.54792460694001e-05,0.000553968191383477,0.110793638276695,27570.1408219315,1.18494226267414e-05,1,1,1,1,1,1,1,17,1,2,1
338,166.042852858936,185.76427851919,0.118773107789281,0.499997838204128,22.5300507620829,0.25578125,0.07875,0.005,4,186,0,0.00401508239219568,3.54886498318033e-05,0.000562892370628656,0.112578474125731,27570.211802208,1.18290306792215e-05,1,1,1,1,1,1,1,17,1,2,1
339,166.043071756744,185.768437317366,0.118796679391235,0.49999783106869,22.5282437943497,0.25578125,0.07875,0.005,4,187,0,0.00401641626632075,3.5500439724792e-05,0.000573141201282481,0.114628240256496,27570.2809465643,1.18018819273362e-05,1,1,1,1,1,1,1,17,1,2,1
340,166.04328611238,185.772587296133,0.118820228421642,0.499997838218769,22.5264263426539,0.25578125,0.07875,0.005,4,188,0,0.00401917015061713,3.55247808530491e-05,0.000584998189436044,0.116999637887209,27570.35871698,1.17528200668881e-05,1,1,1,1,1,1,1,17,1,2,1
341,166.043507308249,185.776743422729,0.118843768325409,0.499997838217287,22.5246062162606,0.255625,0.07875,0.005,4,189,0,0.00402244413734347,3.55537190807455e-05,0.000598906246617452,0.11978124932349,27570.4300970773,1.17423809581829e-05,1,1,1,1,1,1,1,17,1,2,1
342,166.043725458094,185.780894835281,0.118867300301379,0.499997830857788,22.5227925063884,0.255625,0.07875,0.005,4,190,0,0.00402553620415673,3.55810493483897e-05,0.000615469250311509,0.123093850062302,27570.4989234166,1.17200168729843e-05,1,1,1,1,1,1,1,17,1,2,1
343,166.043939222954,185.785036165098,0.118890801040542,0.499997838224349,22.5209636982713,0.255625,0.07875,0.005,4,191,0,0.00403187194231386,3.56370498910738e-05,0.000635434350767492,0.127086870153498,27570.5767529919,1.17694212473413e-05,1,1,1,1,1,1,1,17,1,2,1
344,166.04415932041,185.789188011578,0.118914322382559,0.499997838067111,22.5191362864087,0.255625,0.07875,0.005,4,192,0,0.00403890712142152,3.56992326767475e-05,0.000660192009771892,0.132038401954378,27570.648091081,1.18102480052352e-05,1,1,1,1,1,1,1,17,1,2,1
345,166.044377092478,185.793334005827,0.118937824087534,0.499997837454563,22.5173069073146,0.255625,0.07875,0.005,4,193,0,0.00404512024359007,3.57541494369689e-05,0.000683065882662386,0.136613176532477,27570.7204390006,1.18195671391835e-05,1,1,1,1,1,1,1,17,1,2,1
346,166.044593840956,185.797473920747,0.118961296016124,0.499998093836184,22.5154358615225,0.255625,0.07875,0.005,4,194,0,0.00406342463634726,3.59159389400203e-05,0.000628692330951983,0.125738466190397,27570.8803046329,1.18165527207168e-05,1,1,1,1,1,1,1,17,1,2,1
347,166.0448215138,185.801690440568,0.118985155614301,0.499997829903544,22.5135998773136,0.25546875,0.07875,0.005,4,195,0,0.00401443654147491,3.54829412639997e-05,0.000581451267519775,0.116290253503955,27570.8025020588,1.18562359287115e-05,1,1,1,1,1,1,1,17,1,2,1
348,166.045028254695,185.805797212725,0.119008495260212,0.499998094875143,22.5117402063297,0.25546875,0.07875,0.005,4,196,0,0.00403657736857329,3.5678640376279e-05,0.000540047930532249,0.10800958610645,27571.0257948991,1.17830054053413e-05,1,1,1,1,1,1,1,17,1,2,1
349,166.045253496497,185.810006531911,0.11903232774932,0.499997831337833,22.5099132035501,0.25546875,0.07859375,0.005,4,197,0,0.0039930065593885,3.52935251933247e-05,0.000506261188082615,0.101252237616523,27570.9459219952,1.18485517564178e-05,1,1,1,1,1,1,1,17,1,2,1
350,166.045457831124,185.814103399501,0.119055623842975,0.499997831207871,22.5081065961208,0.25546875,0.07859375,0.005,4,198,0,0.00398557033242667,3.52277976119353e-05,0.000477944514247061,0.0955889028494122,27571.0758332497,1.17469897282924e-05,1,1,1,1,1,1,1,17,1,2,1
351,166.045665936147,185.81821593685,0.119078988838567,0.499999081387244,22.505691729334,0.25546875,0.07859375,0.005,4,199,0,0.00411284167898256,3.63527280144404e-05,0.000475064469334471,0.0950128938668941,27571.673460728,1.16864797662676e-05,1,1,1,1,1,1,1,18,1,2,1
352,166.046525865858,185.823117270684,0.119102711132914,0.499999425233626,22.5042997953217,0.25546875,0.07859375,0.005,4,200,0,0.00522148133517993,4.61518107493089e-05,0.000438515279242307,0.0877030558484615,27572.1733724568,1.55779648969933e-05,1,1,1,1,1,1,1,18,1,2,1
353,166.046567618484,185.828233267459,0.119133240347531,0.499997986329728,22.5037541906548,0.25546875,0.078125,0.005,4,201,0,0.00548762882644823,4.8504244447704e-05,0.000445487461447287,0.0890974922894575,27570.4841154007,1.45038665383847e-05,1,1,1,1,1,1,1,18,1,2,1
354,166.045370954208,185.832926902884,0.119169572960475,0.499997626864442,22.5009462834312,0.25546875,0.07796875,0.005,4,202,0,0.00400903156729246,3.54351675902929e-05,0.000411559743683041,0.0823119487366082,27570.9941172294,1.31923344514865e-05,1,1,1,1,1,1,1,17,1,2,1
355,166.046236680143,185.837507972943,0.119191326997218,0.499997625044912,22.4987457707899,0.25546875,0.07796875,0.005,4,203,0,0.00396977896288111,3.50882203058116e-05,0.000411760936951679,0.0823521873903358,27571.341059173,1.18869641598487e-05,1,1,1,1,1,1,1,17,1,2,1
356,166.046585084965,185.841733570382,0.119214426934995,0.499999160960131,22.4974536203223,0.25546875,0.07796875,0.005,4,204,0,0.00365428167042284,3.22995918690212e-05,0.000370748901162397,0.0741497802324794,27571.9067994353,1.06209954223089e-05,1,1,1,1,1,1,1,15,1,2,1
357,166.046712692351,185.845937412575,0.119238884041672,0.49999760816353,22.4952069028982,0.25546875,0.07796875,0.005,4,205,0,0.00397320248770564,3.5118480276049e-05,0.000417500778164346,0.0835001556328692,27571.1501242186,1.01444073340046e-05,1,1,1,1,1,1,1,17,1,2,1
358,166.047053365556,185.849782513256,0.119259744429811,0.499999160631019,22.493958670758,0.25546875,0.07796875,0.005,4,206,0,0.00364950583166093,3.22573790193412e-05,0.000373758092306947,0.0747516184613894,27572.0469717635,1.08395716255555e-05,1,1,1,1,1,1,1,15,1,2,1
359,166.047153559662,185.853897898355,0.119283853496328,0.499997603168157,22.4917430820046,0.25546875,0.0778125,0.005,4,207,0,0.00397250942663887,3.51123544237979e-05,0.000421057865016222,0.0842115730032445,27571.2914053072,1.07355906189435e-05,1,1,1,1,1,1,1,17,1,2,1
360,166.047477058718,185.85770983092,0.119304629754755,0.499999201783585,22.4905681000425,0.25546875,0.0778125,0.005,4,208,0,0.00364533925587107,3.22205513443995e-05,0.000376829322360959,0.0753658644721917,27572.1019584003,1.26838209071285e-05,1,1,1,1,1,1,1,15,1,2,1
361,166.047523799491,185.861760103479,0.1193287069304,0.499997602340899,22.4883164833194,0.25546875,0.0778125,0.005,4,209,0,0.00397264783362065,3.51135777802401e-05,0.000424972071718492,0.0849944143436984,27571.4952195939,1.29652984108546e-05,1,1,1,1,1,1,1,17,1,2,1
362,166.047870283267,185.865603172133,0.119349515624974,0.499999203001938,22.4871382120445,0.25546875,0.07765625,0.005,4,210,0,0.00364597057110039,3.2226131435396e-05,0.000380512312923873,0.0761024625847746,27572.2351836374,1.50519505913706e-05,1,1,1,1,1,1,1,15,1,2,1
363,166.047915824155,185.869655264829,0.119373611781222,0.499997600443755,22.4848837301218,0.25546875,0.07765625,0.005,4,211,0,0.00397134590881772,3.51020702820308e-05,0.000429180542486999,0.0858361084973998,27571.6248509661,1.5326203435611e-05,1,1,1,1,1,1,1,17,1,2,1
364,166.048258364104,185.873489399347,0.119394393115351,0.499999183893928,22.4836764089777,0.25546875,0.0775,0.005,4,212,0,0.0036477013579292,3.22414295741889e-05,0.000384640237379235,0.076928047475847,27572.4036064243,1.21753513640231e-05,1,1,1,1,1,1,1,15,1,2,1
365,166.048321697108,185.877565236522,0.119418512254433,0.499997602769507,22.4814357893253,0.25546875,0.07734375,0.005,4,213,0,0.00397330706346985,3.51194046039493e-05,0.000433792034594843,0.0867584069189685,27571.7242210023,1.04585270951137e-05,1,1,1,1,1,1,1,17,1,2,1
366,166.048651015229,185.881377824401,0.119439252820868,0.499999201819135,22.4802553950192,0.25546875,0.07734375,0.005,4,214,0,0.00364654965766436,3.22312498858494e-05,0.000388856898649381,0.0777713797298762,27572.4926999883,1.16732899706545e-05,1,1,1,1,1,1,1,15,1,2,1
367,166.048689793661,185.885412829686,0.119463291524159,0.499997603054527,22.4779933019138,0.25546875,0.0775,0.005,4,215,0,0.00397339298951409,3.51201640900563e-05,0.000438776895159578,0.0877553790319156,27571.8832188753,9.85515739119641e-06,1,1,1,1,1,1,1,17,1,2,1
368,166.049030315174,185.88924058598,0.119484047772798,0.499999183786932,22.4767809288551,0.2553125,0.07734375,0.005,4,216,0,0.00364863117238526,3.2249648050528e-05,0.000393698530183913,0.0787397060367827,27572.658405053,1.13024818388288e-05,1,1,1,1,1,1,1,15,1,2,1
369,166.049089560478,185.893304700931,0.119508123730032,0.499997598785134,22.4745381523652,0.2553125,0.07734375,0.005,4,217,0,0.00397211783844899,3.51088932404916e-05,0.000447646847468597,0.0895293694937193,27571.976846786,9.71104146637346e-06,1,1,1,1,1,1,1,17,1,2,1
370,166.049411817272,185.897107055652,0.119528850004128,0.49999919882701,22.4733464681772,0.2553125,0.0771875,0.005,4,218,0,0.00365128736409659,3.22731256901682e-05,0.000407963508133544,0.0815927016267088,27572.7530982203,1.13702806735602e-05,1,1,1,1,1,1,1,15,1,2,1
371,166.049454030817,185.901140042014,0.119552853257272,0.499997613036912,22.4710657069958,0.2553125,0.07703125,0.005,4,219,0,0.00397903497317144,3.51700326513495e-05,0.000466316911623806,0.0932633823247611,27572.1422937466,9.53785150696137e-06,1,1,1,1,1,1,1,17,1,2,1
372,166.049806685315,185.904972878289,0.119573558014445,0.499997992327935,22.4690809756269,0.2553125,0.0771875,0.005,4,220,0,0.00398086308620124,3.51861910403513e-05,0.000473370525790154,0.0946741051580307,27572.5591888801,1.13873779456776e-05,1,1,1,1,1,1,1,17,1,2,1
373,166.049954002903,185.909056149836,0.119597155363173,0.499998000052806,22.4670588579047,0.2553125,0.07703125,0.005,4,221,0,0.00398030863209622,3.51812903121323e-05,0.000484854486907662,0.0969708973815324,27572.5974501801,1.02116731720869e-05,1,1,1,1,1,1,1,17,1,2,1
374,166.050177033749,185.913218972238,0.119620721238092,0.499997995612738,22.4650768770803,0.2553125,0.07703125,0.005,4,222,0,0.00398109511920209,3.51882419417058e-05,0.000496126643291472,0.0992253286582943,27572.66502312,1.11734111675257e-05,1,1,1,1,1,1,1,17,1,2,1
375,166.050393426397,185.917375391138,0.119644293246116,0.499997998696874,22.4631250290109,0.25515625,0.07703125,0.005,4,223,0,0.00398275150547613,3.52028824662888e-05,0.000507798405161656,0.101559681032331,27572.7385690006,1.04933259487756e-05,1,1,1,1,1,1,1,17,1,2,1
376,166.050608970747,185.921522771154,0.119667816478212,0.499997992128781,22.4612080116985,0.255,0.07703125,0.005,4,224,0,0.00398510698146049,3.5223702129307e-05,0.000520005830797214,0.104001166159443,27572.8019062001,1.15578500292921e-05,1,1,1,1,1,1,1,17,1,2,1
377,166.050814137002,185.925652811364,0.119691305204703,0.499997993945803,22.4593000146921,0.255,0.07703125,0.005,4,225,0,0.00398969957680158,3.52642953206687e-05,0.000532664546008661,0.106532909201732,27572.8734331162,1.07426870313559e-05,1,1,1,1,1,1,1,17,1,2,1
378,166.051022588331,185.929782544346,0.119714769871054,0.49999799531216,22.4574041455105,0.25484375,0.07703125,0.005,4,226,0,0.00399379447465968,3.53004894462153e-05,0.000545987158762757,0.109197431752551,27572.9424386519,1.16412345707981e-05,1,1,1,1,1,1,1,17,1,2,1
379,166.05123068001,185.933907113467,0.119738205805723,0.499997996246616,22.4555205114357,0.25484375,0.07703125,0.005,4,227,0,0.00399801299033447,3.53377762092177e-05,0.000560045632310053,0.112009126462011,27573.011131747,1.09536861837798e-05,1,1,1,1,1,1,1,17,1,2,1
380,166.051438164928,185.938026726985,0.119761615929546,0.499997997342244,22.4536493851486,0.25484375,0.07703125,0.005,4,228,0,0.00400231819737188,3.53758292228497e-05,0.00057490540846389,0.114981081692778,27573.0784242916,1.19489807657157e-05,1,1,1,1,1,1,1,17,1,2,1
381,166.05164177348,185.942138547451,0.119785005204007,0.499997997880074,22.4517811046076,0.25484375,0.07703125,0.005,4,229,0,0.00400901173187446,3.54349922683107e-05,0.000590759106377742,0.118151821275548,27573.1463520768,1.10513720743429e-05,1,1,1,1,1,1,1,17,1,2,1
382,166.051846978785,185.946249697396,0.119808379615032,0.499997998282913,22.449916502835,0.25484375,0.07703125,0.005,4,230,0,0.00401068738265422,3.54498030686765e-05,0.000607772652995593,0.121554530599119,27573.2143078721,1.13999727521116e-05,1,1,1,1,1,1,1,17,1,2,1
383,166.052049390612,185.950354770029,0.11983173620826,0.499997998243382,22.4480553341446,0.25484375,0.07703125,0.005,4,231,0,0.00401727686340798,3.5508046400245e-05,0.000626174372403379,0.125234874480676,27573.2818085033,1.12757856559418e-05,1,1,1,1,1,1,1,17,1,2,1
384,166.052251064696,185.954457054298,0.119855080927802,0.49999799265222,22.4462051322182,0.25484375,0.07703125,0.005,4,232,0,0.00402371398088725,3.55649430180062e-05,0.000646243154578206,0.129248630915641,27573.3454949275,1.11871329300364e-05,1,1,1,1,1,1,1,17,1,2,1
385,166.052449030392,185.958552742385,0.119878410876971,0.499997992813859,22.4443529615209,0.25484375,0.07703125,0.005,4,233,0,0.00403215573467967,3.56395582849027e-05,0.000668267755586556,0.133653551117311,27573.4138316192,1.10812564415889e-05,1,1,1,1,1,1,1,17,1,2,1
386,166.052649331783,185.962650336586,0.11990173649697,0.499997992818147,22.4424985287137,0.25484375,0.07703125,0.005,4,234,0,0.00404026096850329,3.57111991074e-05,0.000692806859786946,0.138561371957389,27573.4809158064,1.10519455427091e-05,1,1,1,1,1,1,1,17,1,2,1
387,166.052849621039,185.966747139596,0.119925057377835,0.499997990576455,22.4406452552311,0.25484375,0.07703125,0.005,4,235,0,0.00405092118713607,3.58054230184522e-05,0.000720418483855055,0.144083696771011,27573.5463621351,1.10027782700901e-05,1,1,1,1,1,1,1,17,1,2,1
388,166.053050143069,185.970842724612,0.119948369297537,0.499997990802595,22.4387900553028,0.25484375,0.07703125,0.005,4,236,0,0.00406301046954218,3.59122781880652e-05,0.0007519814208159,0.15039628416318,27573.6150479308,1.09571788564706e-05,1,1,1,1,1,1,1,17,1,2,1
389,166.053251050532,185.974937925403,0.119971676247452,0.499997987943912,22.4369371097292,0.25484375,0.076875,0.005,4,237,0,0.00407710869626571,3.60368900845516e-05,0.000788739354078864,0.157747870815773,27573.6805596987,1.09175547923764e-05,1,1,1,1,1,1,1,17,1,2,1
390,166.053451141957,185.97903056517,0.119994973222078,0.499997987706909,22.4350789519788,0.2546875,0.07671875,0.005,4,238,0,0.0040946289462041,3.61917486787956e-05,0.000832427201547804,0.166485440309561,27573.7492903853,1.08963607501514e-05,1,1,1,1,1,1,1,17,1,2,1
391,166.05365115197,185.983123435522,0.120018272078293,0.499997987461913,22.4332168023857,0.2546875,0.07671875,0.005,4,239,0,0.00411723201037687,3.63915334281976e-05,0.000885868808309151,0.17717376166183,27573.8174479694,1.08650605722366e-05,1,1,1,1,1,1,1,17,1,2,1
392,166.053851687623,185.987216503325,0.120041568522002,0.499997987171088,22.4313536385563,0.2546875,0.07671875,0.005,4,240,0,0.00414778008373064,3.66615428009556e-05,0.000953657916524139,0.190731583304828,27573.8860670021,1.08537488027724e-05,1,1,1,1,1,1,1,17,1,2,1
393,166.054052771172,185.991309509091,0.120064860840186,0.499997983883062,22.4294838230593,0.254375,0.07671875,0.005,4,241,0,0.00419137467047405,3.70468681498216e-05,0.0010439812558061,0.20879625116122,27573.9535286416,1.08501794059732e-05,1,1,1,1,1,1,1,17,1,2,1
394,166.054253174998,185.995403192311,0.120088161766614,0.499997982991243,22.4276091101847,0.254375,0.07671875,0.005,4,242,0,0.00424510170091284,3.75217524942752e-05,0.00114526503851892,0.229053007703784,27574.0259697378,1.08648491331722e-05,1,1,1,1,1,1,1,17,1,2,1
395,166.054455421757,185.999498509377,0.120111460044607,0.499999146915168,22.4251345229196,0.254375,0.07671875,0.005,4,243,0,0.00437456687011332,3.86660737326392e-05,0.00110792008198771,0.221584016397542,27574.561846865,1.08765513171292e-05,1,1,1,1,1,1,1,18,1,2,1
396,166.055268310427,186.004422278895,0.120135628164322,0.499999430914793,22.4236215537194,0.254375,0.07671875,0.005,4,244,0,0.00536422005227386,4.74134546842463e-05,0.00103479711781018,0.206959423562036,27575.1289358128,1.4565696126012e-05,1,1,1,1,1,1,1,18,1,2,1
397,166.055378288009,186.009527771634,0.120165632027991,0.499998650644675,22.4267890097799,0.254375,0.07671875,0.005,4,245,0,0.0048515706079764,4.28822309538181e-05,0.000779973264981858,0.155994652996372,27572.3216463403,1.40204030604676e-05,1,1,1,1,1,1,1,14,1,2,1
398,166.052339660495,186.011084735824,0.120195506526055,0.499997478949424,22.426438581001,0.25421875,0.07671875,0.005,4,246,0,0.00333856982705507,2.9509067052193e-05,0.000516715104362686,0.103343020872537,27571.9159100721,1.82990328481968e-05,1,1,1,1,1,1,1,12,1,2,1
